Exp,Year,Plot,Strip,family,Species5,Species,tipLabel,NumSp,SpNum,FgNum,Fgset,biomass,Achillea_millefolium,Elymus_smithii,Amorpha_canescens,Andropogon_gerardi,Asclepias_tuberosa,Elymus_canadensis,Koeleria_pyramidata,Lespedeza_capitata,Liatris_aspera,Lupinus_perennis,Monarda_fistulosa,Panicum_virgatum,Dalea_purpurea,Poa_pratensis,Quercus_ellipsoidalis,Quercus_macrocarpa,Schizachyrium_scoparium,Sorghastrum_nutans,id,species,pa
120,2004,81,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,8,4,34FL,20.25,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,8_81_Schsc,Schsc,1
120,2004,82,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,10.15,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Achmi,Achmi,1
120,2004,82,3,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,4.283,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Amoca,Amoca,1
120,2004,82,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,74.75,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Andge,Andge,1
120,2004,82,3,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,0.067,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Asctu,Asctu,1
120,2004,82,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,1.833,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Lesca,Lesca,1
120,2004,82,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,5.383,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Liaas,Liaas,1
120,2004,82,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,176.383,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Luppe,Luppe,1
120,2004,82,3,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,6.117,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Monfi,Monfi,1
120,2004,82,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,36.7,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Poapr,Poapr,1
120,2004,82,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,14.783,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Schsc,Schsc,1
120,2004,82,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,26.45,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16_82_Sornu,Sornu,1
120,2004,83,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,1,1,1,L,150.893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1_83_Luppe,Luppe,1
120,2004,87,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,1,1,1,4,34.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1_87_Sornu,Sornu,1
120,2004,89,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,16,5,34FLW,7.433,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Achmi,Achmi,1
120,2004,89,3,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,16,5,34FLW,0.417,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Amoca,Amoca,1
120,2004,89,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,16,5,34FLW,6.333,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Andge,Andge,1
120,2004,89,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,16,5,34FLW,3.517,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Koepy,Koepy,1
120,2004,89,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,16,5,34FLW,6.633,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Liaas,Liaas,1
120,2004,89,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,16,5,34FLW,147.083,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Luppe,Luppe,1
120,2004,89,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,16,5,34FLW,7.533,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Panvi,Panvi,1
120,2004,89,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,16,5,34FLW,19.683,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Petpu,Petpu,1
120,2004,89,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,16,5,34FLW,41.2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Poapr,Poapr,1
120,2004,89,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,16,5,34FLW,14.15,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Schsc,Schsc,1
120,2004,89,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,16,5,34FLW,65.133,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,16_89_Sornu,Sornu,1
120,2004,92,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,1,1,1,4,91.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1_92_Sornu,Sornu,1
120,2004,93,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,4,4,2,3L,22.883,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4_93_Koepy,Koepy,1
120,2004,93,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,4,4,2,3L,134.017,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4_93_Luppe,Luppe,1
120,2004,93,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,4,2,3L,30.65,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4_93_Petpu,Petpu,1
120,2004,94,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,1,1,1,L,143.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1_94_Lesca,Lesca,1
120,2004,98,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,8,5,34FLW,4.772,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,8_98_Achmi,Achmi,1
120,2004,98,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,8,5,34FLW,165.343,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,8_98_Andge,Andge,1
120,2004,98,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,8,5,34FLW,0.798,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,8_98_Koepy,Koepy,1
120,2004,98,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,8,8,5,34FLW,96.923,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,8_98_Luppe,Luppe,1
120,2004,98,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,8,8,5,34FLW,7.782,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,8_98_Poapr,Poapr,1
120,2004,104,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,8,5,34FLW,5.787,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,8_104_Achmi,Achmi,1
120,2004,104,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,8,5,34FLW,0.275,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,8_104_Koepy,Koepy,1
120,2004,104,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,8,8,5,34FLW,11.457,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,8_104_Liaas,Liaas,1
120,2004,104,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,8,8,5,34FLW,141.607,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,8_104_Luppe,Luppe,1
120,2004,104,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,8,8,5,34FLW,25.038,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,8_104_Petpu,Petpu,1
120,2004,104,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,8,5,34FLW,72.028,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,8_104_Schsc,Schsc,1
120,2004,107,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,5.817,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Andge,Andge,1
120,2004,107,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,2.783,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Koepy,Koepy,1
120,2004,107,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,11.133,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Lesca,Lesca,1
120,2004,107,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,24.683,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Liaas,Liaas,1
120,2004,107,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,69.767,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Luppe,Luppe,1
120,2004,107,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0.383,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Panvi,Panvi,1
120,2004,107,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,2.817,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Petpu,Petpu,1
120,2004,107,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,1.717,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Poapr,Poapr,1
120,2004,107,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,36.517,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16_107_Schsc,Schsc,1
120,2004,108,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,6.467,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Achmi,Achmi,1
120,2004,108,3,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,34.017,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Amoca,Amoca,1
120,2004,108,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,10.867,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Andge,Andge,1
120,2004,108,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,1.533,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Koepy,Koepy,1
120,2004,108,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,2.383,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Liaas,Liaas,1
120,2004,108,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,85.383,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Luppe,Luppe,1
120,2004,108,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,15.35,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Petpu,Petpu,1
120,2004,108,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,30.783,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Poapr,Poapr,1
120,2004,108,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,66.3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Schsc,Schsc,1
120,2004,108,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,9.55,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,16_108_Sornu,Sornu,1
120,2004,109,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,1,1,1,4,64.407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_109_Andge,Andge,1
120,2004,110,3,Poaceae,Elyca,Elymus canadensis,Elymus_canadensis,4,4,3,34L,4.683,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4_110_Elyca,Elyca,1
120,2004,110,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,4,4,3,34L,41.167,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4_110_Lesca,Lesca,1
120,2004,110,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,4,4,3,34L,123.45,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4_110_Luppe,Luppe,1
120,2004,110,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,4,4,3,34L,55.75,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4_110_Panvi,Panvi,1
120,2004,111,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,10,4,3FLW,14.133,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,8_111_Achmi,Achmi,1
120,2004,111,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,8,10,4,3FLW,40.533,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,8_111_Lesca,Lesca,1
120,2004,111,3,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,8,10,4,3FLW,4.233,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,8_111_Monfi,Monfi,1
120,2004,111,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,8,10,4,3FLW,3.633,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,8_111_Poapr,Poapr,1
120,2004,115,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,9,4,34FW,32.883,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,8_115_Andge,Andge,1
120,2004,115,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,9,4,34FW,28.883,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,8_115_Koepy,Koepy,1
120,2004,115,3,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,8,9,4,34FW,0.833,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,8_115_Monfi,Monfi,1
120,2004,117,3,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,2,2,2,FL,66.167,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2_117_Asctu,Asctu,1
120,2004,117,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,2,2,2,FL,193.95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2_117_Luppe,Luppe,1
120,2004,118,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,9,5,34FLW,2.017,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8_118_Achmi,Achmi,1
120,2004,118,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,9,5,34FLW,18.7,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8_118_Andge,Andge,1
120,2004,118,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,9,5,34FLW,18.867,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8_118_Koepy,Koepy,1
120,2004,118,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,8,9,5,34FLW,11.667,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8_118_Petpu,Petpu,1
120,2004,125,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,2,2,2,4L,45.267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2_125_Petpu,Petpu,1
120,2004,125,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,2,2,2,4L,63.533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2_125_Schsc,Schsc,1
120,2004,127,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,2,2,2,LW,24.917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2_127_Lesca,Lesca,1
120,2004,129,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,1,1,1,F,125.527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1_129_Liaas,Liaas,1
120,2004,130,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,8,5,34FLW,1.667,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,8_130_Achmi,Achmi,1
120,2004,130,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,8,8,5,34FLW,36.083,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,8_130_Liaas,Liaas,1
120,2004,130,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,8,8,5,34FLW,10.683,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,8_130_Panvi,Panvi,1
120,2004,130,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,8,8,5,34FLW,65.683,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,8_130_Petpu,Petpu,1
120,2004,130,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,8,5,34FLW,62.417,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,8_130_Schsc,Schsc,1
120,2004,133,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,4,6,3,4FL,73.75,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4_133_Lesca,Lesca,1
120,2004,133,3,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,4,6,3,4FL,6.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4_133_Monfi,Monfi,1
120,2004,133,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,4,6,3,4FL,82.733,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4_133_Schsc,Schsc,1
120,2004,135,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,1,1,1,4,51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1_135_Schsc,Schsc,1
120,2004,136,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,14.817,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Achmi,Achmi,1
120,2004,136,3,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,4.25,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Amoca,Amoca,1
120,2004,136,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,66.1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Andge,Andge,1
120,2004,136,3,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,0.333,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Asctu,Asctu,1
120,2004,136,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,11.733,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Lesca,Lesca,1
120,2004,136,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,0.1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Liaas,Liaas,1
120,2004,136,3,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,165.667,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Luppe,Luppe,1
120,2004,136,3,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,61.267,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Monfi,Monfi,1
120,2004,136,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,1.167,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Panvi,Panvi,1
120,2004,136,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,1.467,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Petpu,Petpu,1
120,2004,136,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,40.467,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Schsc,Schsc,1
120,2004,136,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,23.983,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,16_136_Sornu,Sornu,1
120,2004,137,3,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,1,1,1,L,156.333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_137_Amoca,Amoca,1
120,2004,138,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,4,4,2,3F,6.683,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4_138_Achmi,Achmi,1
120,2004,138,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,4,4,2,3F,18.667,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4_138_Koepy,Koepy,1
120,2004,138,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,4,4,2,3F,147.917,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4_138_Liaas,Liaas,1
120,2004,139,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,4,4,2,3L,50.767,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4_139_Koepy,Koepy,1
120,2004,139,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,4,4,2,3L,383.783,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4_139_Lesca,Lesca,1
120,2004,142,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,1,1,1,3,134.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1_142_Koepy,Koepy,1
120,2004,146,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,9,5,34FLW,2.733,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,8_146_Achmi,Achmi,1
120,2004,146,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,9,5,34FLW,31.683,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,8_146_Andge,Andge,1
120,2004,146,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,8,9,5,34FLW,20.567,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,8_146_Lesca,Lesca,1
120,2004,146,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,8,9,5,34FLW,6.333,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,8_146_Panvi,Panvi,1
120,2004,146,3,Poaceae,Poapr,Poa pratensis,Poa_pratensis,8,9,5,34FLW,2.917,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,8_146_Poapr,Poapr,1
120,2004,149,3,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,4,6,4,4FLW,0.717,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4_149_Monfi,Monfi,1
120,2004,149,3,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,4,6,4,4FLW,44.167,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4_149_Sornu,Sornu,1
120,2004,153,3,Poaceae,Elysm,Elymus smithii,Elymus_smithii,1,1,1,3,9.283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_153_Elysm,Elysm,1
120,2004,156,3,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,0.217,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Achmi,Achmi,1
120,2004,156,3,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,2.017,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Amoca,Amoca,1
120,2004,156,3,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,28.183,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Andge,Andge,1
120,2004,156,3,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,13.767,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Koepy,Koepy,1
120,2004,156,3,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,20.05,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Lesca,Lesca,1
120,2004,156,3,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,31.933,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Liaas,Liaas,1
120,2004,156,3,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,10.833,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Panvi,Panvi,1
120,2004,156,3,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,8.217,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Petpu,Petpu,1
120,2004,156,3,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,9.717,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16_156_Schsc,Schsc,1
